event, date, match, matchType, matchNum, color, autoSwitchTime, autoScaleTime, autoScore, autoSwitchAtZero, youtube 
2018iacf,1521824957,2018iacf_qm24,qm,24,red,15,15,10,False,=HYPERLINK("https://youtu.be/mdq_Fem3GJw")
2018iacf,1521825464,2018iacf_qm25, qm,25,blue,4,7, 53,True,=HYPERLINK("https://youtu.be/N41GGrpeg6k")
2018iacf,1521825464,2018iacf_qm25,qm,25,red,6,15,33,True,=HYPERLINK("https://youtu.be/N41GGrpeg6k")
2018iacf,1521825820,2018iacf_qm26, qm,26,blue,6,7, 49,True,=HYPERLINK("https://youtu.be/r3QYEc5ceSs")
2018iacf,1521825820,2018iacf_qm26,qm,26,red,15,15,15,False,=HYPERLINK("https://youtu.be/r3QYEc5ceSs")
2018iacf,1521826189,2018iacf_qm27, qm,27,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/GwfuLncHnpE")
2018iacf,1521826189,2018iacf_qm27,qm,27,red,12,15,16,True,=HYPERLINK("https://youtu.be/GwfuLncHnpE")
2018iacf,1521826671,2018iacf_qm28, qm,28,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/N48Ws0qWWCs")
2018iacf,1521826671,2018iacf_qm28,qm,28,red,15,15,10,False,=HYPERLINK("https://youtu.be/N48Ws0qWWCs")
2018iacf,1521827429,2018iacf_qm29, qm,29,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/onrNwgjQJ3s")
2018iacf,1521827429,2018iacf_qm29,qm,29,red,15,15,5,False,=HYPERLINK("https://youtu.be/onrNwgjQJ3s")
2018iacf,1521815408,2018iacf_qm3, qm,3,blue,9,15, 22,True,=HYPERLINK("https://youtu.be/ukomPGVkjQg")
2018iacf,1521815408,2018iacf_qm3,qm,3,red,15,15,10,False,=HYPERLINK("https://youtu.be/ukomPGVkjQg")
2018iacf,1521827996,2018iacf_qm30, qm,30,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/05DInvUs7O8")
2018iacf,1521827996,2018iacf_qm30,qm,30,red,15,15,10,False,=HYPERLINK("https://youtu.be/05DInvUs7O8")
2018iacf,1521828385,2018iacf_qm31, qm,31,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/ghCDau3mGvU")
2018iacf,1521828385,2018iacf_qm31,qm,31,red,8,15,29,True,=HYPERLINK("https://youtu.be/ghCDau3mGvU")
2018iacf,1521828774,2018iacf_qm32, qm,32,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/ziJ96qTM48c")
2018iacf,1521828774,2018iacf_qm32,qm,32,red,6,10,43,True,=HYPERLINK("https://youtu.be/ziJ96qTM48c")
2018iacf,1521829266,2018iacf_qm33, qm,33,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/Nl-yJQD_8O8")
2018iacf,1521829266,2018iacf_qm33,qm,33,red,15,15,15,False,=HYPERLINK("https://youtu.be/Nl-yJQD_8O8")
2018iacf,1521829643,2018iacf_qm34, qm,34,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/wB_b7wW4ujI")
2018iacf,1521829643,2018iacf_qm34,qm,34,red,12,15,21,True,=HYPERLINK("https://youtu.be/wB_b7wW4ujI")
2018iacf,1521830068,2018iacf_qm35, qm,35,blue,11,15, 18,True,=HYPERLINK("https://youtu.be/hRUM6LuLsGY")
2018iacf,1521830068,2018iacf_qm35,qm,35,red,15,15,15,False,=HYPERLINK("https://youtu.be/hRUM6LuLsGY")
2018iacf,1521830489,2018iacf_qm36, qm,36,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/2KdyUunuLTs")
2018iacf,1521830489,2018iacf_qm36,qm,36,red,15,15,15,False,=HYPERLINK("https://youtu.be/2KdyUunuLTs")
2018iacf,1521830885,2018iacf_qm37, qm,37,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/VTQwo2XpsF4")
2018iacf,1521830885,2018iacf_qm37,qm,37,red,8,15,29,True,=HYPERLINK("https://youtu.be/VTQwo2XpsF4")
2018iacf,1521831270,2018iacf_qm38, qm,38,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/h7EDoZzcE9k")
2018iacf,1521831270,2018iacf_qm38,qm,38,red,15,15,15,False,=HYPERLINK("https://youtu.be/h7EDoZzcE9k")
2018iacf,1521833102,2018iacf_qm39, qm,39,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/-1OHCOB9mVs")
2018iacf,1521833102,2018iacf_qm39,qm,39,red,15,15,15,False,=HYPERLINK("https://youtu.be/-1OHCOB9mVs")
2018iacf,1521815817,2018iacf_qm4, qm,4,blue,11,15, 23,True,=HYPERLINK("https://youtu.be/7xzIyvgzB9w")
2018iacf,1521815817,2018iacf_qm4,qm,4,red,11,15,18,True,=HYPERLINK("https://youtu.be/7xzIyvgzB9w")
2018iacf,1521832403,2018iacf_qm40, qm,40,blue,7,8, 40,True,=HYPERLINK("https://youtu.be/GUngMjrtrpw")
2018iacf,1521832403,2018iacf_qm40,qm,40,red,4,14,39,True,=HYPERLINK("https://youtu.be/GUngMjrtrpw")
2018iacf,1521833565,2018iacf_qm41, qm,41,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/Lx9d6zngRu8")
2018iacf,1521833565,2018iacf_qm41,qm,41,red,8,15,29,True,=HYPERLINK("https://youtu.be/Lx9d6zngRu8")
2018iacf,1521833953,2018iacf_qm42, qm,42,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/9P_u-noplps")
2018iacf,1521833953,2018iacf_qm42,qm,42,red,15,15,15,False,=HYPERLINK("https://youtu.be/9P_u-noplps")
2018iacf,1521834357,2018iacf_qm43, qm,43,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/-N4xXk7TvRA")
2018iacf,1521834357,2018iacf_qm43,qm,43,red,11,15,23,True,=HYPERLINK("https://youtu.be/-N4xXk7TvRA")
2018iacf,1521834800,2018iacf_qm44, qm,44,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/CSekga_uh1Y")
2018iacf,1521834800,2018iacf_qm44,qm,44,red,15,15,15,False,=HYPERLINK("https://youtu.be/CSekga_uh1Y")
2018iacf,1521835233,2018iacf_qm45, qm,45,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/dda5QImQdjY")
2018iacf,1521835233,2018iacf_qm45,qm,45,red,15,15,10,False,=HYPERLINK("https://youtu.be/dda5QImQdjY")
2018iacf,1521835618,2018iacf_qm46, qm,46,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/nilAAoXjrig")
2018iacf,1521835618,2018iacf_qm46,qm,46,red,15,15,5,False,=HYPERLINK("https://youtu.be/nilAAoXjrig")
2018iacf,1521836001,2018iacf_qm47, qm,47,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/tzCJiwBGN1A")
2018iacf,1521836001,2018iacf_qm47,qm,47,red,15,15,10,False,=HYPERLINK("https://youtu.be/tzCJiwBGN1A")
2018iacf,1521836369,2018iacf_qm48, qm,48,blue,6,9, 45,True,=HYPERLINK("https://youtu.be/uekkozVH1hw")
2018iacf,1521836369,2018iacf_qm48,qm,48,red,15,15,15,False,=HYPERLINK("https://youtu.be/uekkozVH1hw")
2018iacf,1521836784,2018iacf_qm49, qm,49,blue,8,15, 24,True,=HYPERLINK("https://youtu.be/CQwASzgbvFU")
2018iacf,1521836784,2018iacf_qm49,qm,49,red,15,6,33,False,=HYPERLINK("https://youtu.be/CQwASzgbvFU")
2018iacf,1521816486,2018iacf_qm5, qm,5,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/u8ruQAEpy3c")
2018iacf,1521816486,2018iacf_qm5,qm,5,red,15,15,10,False,=HYPERLINK("https://youtu.be/u8ruQAEpy3c")
2018iacf,1521837398,2018iacf_qm50, qm,50,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/4Qwsn41hgn4")
2018iacf,1521837398,2018iacf_qm50,qm,50,red,11,15,23,True,=HYPERLINK("https://youtu.be/4Qwsn41hgn4")
2018iacf,1521837817,2018iacf_qm51, qm,51,blue,15,8, 24,False,=HYPERLINK("https://youtu.be/sZA_l2biXfw")
2018iacf,1521837817,2018iacf_qm51,qm,51,red,6,14,30,True,=HYPERLINK("https://youtu.be/sZA_l2biXfw")
2018iacf,1521838255,2018iacf_qm52, qm,52,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/xTEDakQlQmE")
2018iacf,1521838255,2018iacf_qm52,qm,52,red,9,7,43,True,=HYPERLINK("https://youtu.be/xTEDakQlQmE")
2018iacf,1521839086,2018iacf_qm53, qm,53,blue,11,15, 18,True,=HYPERLINK("https://youtu.be/z1Mm7jxdOfQ")
2018iacf,1521839086,2018iacf_qm53,qm,53,red,6,15,33,True,=HYPERLINK("https://youtu.be/z1Mm7jxdOfQ")
2018iacf,1521839475,2018iacf_qm54, qm,54,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/RDlIPezAsYI")
2018iacf,1521839475,2018iacf_qm54,qm,54,red,15,15,5,False,=HYPERLINK("https://youtu.be/RDlIPezAsYI")
2018iacf,1521839944,2018iacf_qm55, qm,55,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/GZzkUdZ6PHs")
2018iacf,1521839944,2018iacf_qm55,qm,55,red,15,15,15,False,=HYPERLINK("https://youtu.be/GZzkUdZ6PHs")
2018iacf,1521840335,2018iacf_qm56, qm,56,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/TQehXrOiLZE")
2018iacf,1521840335,2018iacf_qm56,qm,56,red,6,15,33,True,=HYPERLINK("https://youtu.be/TQehXrOiLZE")
2018iacf,1521840737,2018iacf_qm57, qm,57,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/M2w7B9b0odU")
2018iacf,1521840737,2018iacf_qm57,qm,57,red,11,15,23,True,=HYPERLINK("https://youtu.be/M2w7B9b0odU")
2018iacf,1521841243,2018iacf_qm58, qm,58,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/esvmyWpb4WU")
2018iacf,1521841243,2018iacf_qm58,qm,58,red,11,15,23,True,=HYPERLINK("https://youtu.be/esvmyWpb4WU")
2018iacf,1521841602,2018iacf_qm59, qm,59,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/2yDGZI5Ri2Y")
2018iacf,1521841602,2018iacf_qm59,qm,59,red,10,15,20,True,=HYPERLINK("https://youtu.be/2yDGZI5Ri2Y")
2018iacf,1521816887,2018iacf_qm6, qm,6,blue,4,15, 32,True,=HYPERLINK("https://youtu.be/YGH4kSFZ3mk")
2018iacf,1521816887,2018iacf_qm6,qm,6,red,15,15,10,False,=HYPERLINK("https://youtu.be/YGH4kSFZ3mk")
2018iacf,1521841974,2018iacf_qm60, qm,60,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/P-j_B6fZ3Aw")
2018iacf,1521841974,2018iacf_qm60,qm,60,red,8,15,29,True,=HYPERLINK("https://youtu.be/P-j_B6fZ3Aw")
2018iacf,1521842360,2018iacf_qm61, qm,61,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/RIlZMu_9CeQ")
2018iacf,1521842360,2018iacf_qm61,qm,61,red,4,15,32,True,=HYPERLINK("https://youtu.be/RIlZMu_9CeQ")
2018iacf,1521842753,2018iacf_qm62, qm,62,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/KHiEGyf4AKo")
2018iacf,1521842753,2018iacf_qm62,qm,62,red,15,15,15,False,=HYPERLINK("https://youtu.be/KHiEGyf4AKo")
2018iacf,1521843136,2018iacf_qm63, qm,63,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/3kLWncy8fjg")
2018iacf,1521843136,2018iacf_qm63,qm,63,red,15,15,10,False,=HYPERLINK("https://youtu.be/3kLWncy8fjg")
2018iacf,1521843507,2018iacf_qm64, qm,64,blue,15,10, 25,False,=HYPERLINK("https://youtu.be/mG7YB9mifFY")
2018iacf,1521843507,2018iacf_qm64,qm,64,red,8,15,24,True,=HYPERLINK("https://youtu.be/mG7YB9mifFY")
2018iacf,1521843860,2018iacf_qm65, qm,65,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/3BYBg0ejtx4")
2018iacf,1521843860,2018iacf_qm65,qm,65,red,6,15,33,True,=HYPERLINK("https://youtu.be/3BYBg0ejtx4")
2018iacf,1521844530,2018iacf_qm66, qm,66,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/GnrOJuvBzp8")
2018iacf,1521844530,2018iacf_qm66,qm,66,red,4,15,37,True,=HYPERLINK("https://youtu.be/GnrOJuvBzp8")
2018iacf,1521844923,2018iacf_qm67, qm,67,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/P4Pco0cBjjA")
2018iacf,1521844923,2018iacf_qm67,qm,67,red,15,15,15,False,=HYPERLINK("https://youtu.be/P4Pco0cBjjA")
2018iacf,1521845299,2018iacf_qm68, qm,68,blue,8,11, 37,True,=HYPERLINK("https://youtu.be/LCvC-Y_v-hQ")
2018iacf,1521845299,2018iacf_qm68,qm,68,red,3,15,34,True,=HYPERLINK("https://youtu.be/LCvC-Y_v-hQ")
2018iacf,1521845665,2018iacf_qm69, qm,69,blue,12,6, 39,True,=HYPERLINK("https://youtu.be/huQXGTjzk1E")
2018iacf,1521845665,2018iacf_qm69,qm,69,red,12,15,21,True,=HYPERLINK("https://youtu.be/huQXGTjzk1E")
2018iacf,1521817276,2018iacf_qm7, qm,7,blue,13,15, 14,True,=HYPERLINK("https://youtu.be/4k3Vw_nH-Fk")
2018iacf,1521817276,2018iacf_qm7,qm,7,red,6,15,28,True,=HYPERLINK("https://youtu.be/4k3Vw_nH-Fk")
2018iacf,1521846090,2018iacf_qm70, qm,70,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/ibN7UA_esSw")
2018iacf,1521846090,2018iacf_qm70,qm,70,red,8,15,29,True,=HYPERLINK("https://youtu.be/ibN7UA_esSw")
2018iacf,1521846486,2018iacf_qm71, qm,71,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/sE9aCKrnsEY")
2018iacf,1521846486,2018iacf_qm71,qm,71,red,9,15,27,True,=HYPERLINK("https://youtu.be/sE9aCKrnsEY")
2018iacf,1521846869,2018iacf_qm72, qm,72,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/vg7owKyIEX0")
2018iacf,1521846869,2018iacf_qm72,qm,72,red,15,15,10,False,=HYPERLINK("https://youtu.be/vg7owKyIEX0")
2018iacf,1521847223,2018iacf_qm73, qm,73,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/YrkLub7OOcQ")
2018iacf,1521847223,2018iacf_qm73,qm,73,red,15,15,15,False,=HYPERLINK("https://youtu.be/YrkLub7OOcQ")
2018iacf,1521847666,2018iacf_qm74, qm,74,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/ci4y5tEd1DU")
2018iacf,1521847666,2018iacf_qm74,qm,74,red,6,15,33,True,=HYPERLINK("https://youtu.be/ci4y5tEd1DU")
2018iacf,1521901716,2018iacf_qm75, qm,75,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/s2amcJyTvUE")
2018iacf,1521901716,2018iacf_qm75,qm,75,red,5,15,35,True,=HYPERLINK("https://youtu.be/s2amcJyTvUE")
2018iacf,1521902415,2018iacf_qm76, qm,76,blue,8,7, 40,True,=HYPERLINK("https://youtu.be/2b4I3VrFptg")
2018iacf,1521902415,2018iacf_qm76,qm,76,red,9,15,27,True,=HYPERLINK("https://youtu.be/2b4I3VrFptg")
2018iacf,1521902793,2018iacf_qm77, qm,77,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/suGWQMsSUNY")
2018iacf,1521902793,2018iacf_qm77,qm,77,red,7,15,31,True,=HYPERLINK("https://youtu.be/suGWQMsSUNY")
2018iacf,1521903276,2018iacf_qm78, qm,78,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/JDWJK7Ffq3Q")
2018iacf,1521903276,2018iacf_qm78,qm,78,red,15,15,15,False,=HYPERLINK("https://youtu.be/JDWJK7Ffq3Q")
2018iacf,1521903680,2018iacf_qm79, qm,79,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/AQeiuUvN6Cg")
2018iacf,1521903680,2018iacf_qm79,qm,79,red,7,8,45,True,=HYPERLINK("https://youtu.be/AQeiuUvN6Cg")
2018iacf,1521817673,2018iacf_qm8, qm,8,blue,15,15, 0,False,=HYPERLINK("https://youtu.be/XJpX0cEHId4")
2018iacf,1521817673,2018iacf_qm8,qm,8,red,5,15,35,True,=HYPERLINK("https://youtu.be/XJpX0cEHId4")
2018iacf,1521904054,2018iacf_qm80, qm,80,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/636BnKuBsl4")
2018iacf,1521904054,2018iacf_qm80,qm,80,red,6,15,33,True,=HYPERLINK("https://youtu.be/636BnKuBsl4")
2018iacf,1521904427,2018iacf_qm81, qm,81,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/HILD09vLcRk")
2018iacf,1521904427,2018iacf_qm81,qm,81,red,15,15,10,False,=HYPERLINK("https://youtu.be/HILD09vLcRk")
2018iacf,1521904797,2018iacf_qm82, qm,82,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/_nq0X2Em-cw")
2018iacf,1521904797,2018iacf_qm82,qm,82,red,5,15,35,True,=HYPERLINK("https://youtu.be/_nq0X2Em-cw")
2018iacf,1521905213,2018iacf_qm83, qm,83,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/zN4aUhnkY5k")
2018iacf,1521905213,2018iacf_qm83,qm,83,red,15,15,15,False,=HYPERLINK("https://youtu.be/zN4aUhnkY5k")
2018iacf,1521905631,2018iacf_qm84, qm,84,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/QSNxButZLyI")
2018iacf,1521905631,2018iacf_qm84,qm,84,red,15,15,15,False,=HYPERLINK("https://youtu.be/QSNxButZLyI")
2018iacf,1521906056,2018iacf_qm85, qm,85,blue,15,6, 33,False,=HYPERLINK("https://youtu.be/SNiw5jppFgI")
2018iacf,1521906056,2018iacf_qm85,qm,85,red,6,15,33,True,=HYPERLINK("https://youtu.be/SNiw5jppFgI")
2018iacf,1521906428,2018iacf_qm86, qm,86,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/5p0dlgvNAgU")
2018iacf,1521906428,2018iacf_qm86,qm,86,red,9,15,22,True,=HYPERLINK("https://youtu.be/5p0dlgvNAgU")
2018iacf,1521906810,2018iacf_qm87, qm,87,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/vnWtKoBEaLA")
2018iacf,1521906810,2018iacf_qm87,qm,87,red,15,15,10,False,=HYPERLINK("https://youtu.be/vnWtKoBEaLA")
2018iacf,1521907191,2018iacf_qm88, qm,88,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/ip4J6EJBxtc")
2018iacf,1521907191,2018iacf_qm88,qm,88,red,15,15,15,False,=HYPERLINK("https://youtu.be/ip4J6EJBxtc")
2018iacf,1521907733,2018iacf_qm89, qm,89,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/S5aKDiDPZ_Q")
2018iacf,1521907733,2018iacf_qm89,qm,89,red,15,15,15,False,=HYPERLINK("https://youtu.be/S5aKDiDPZ_Q")
2018iacf,1521818236,2018iacf_qm9, qm,9,blue,8,15, 24,True,=HYPERLINK("https://youtu.be/CXBdXYlIF0Y")
2018iacf,1521818236,2018iacf_qm9,qm,9,red,9,15,27,True,=HYPERLINK("https://youtu.be/CXBdXYlIF0Y")
2018iacf,1521908161,2018iacf_qm90, qm,90,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/DK8M7yDGqpk")
2018iacf,1521908161,2018iacf_qm90,qm,90,red,15,15,15,False,=HYPERLINK("https://youtu.be/DK8M7yDGqpk")
2018iacf,1521908640,2018iacf_qm91, qm,91,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/R4WxrISLeZY")
2018iacf,1521908640,2018iacf_qm91,qm,91,red,7,15,31,True,=HYPERLINK("https://youtu.be/R4WxrISLeZY")
2018iacf,1521909063,2018iacf_qm92, qm,92,blue,15,6, 33,False,=HYPERLINK("https://youtu.be/dGoEdej2QtE")
2018iacf,1521909063,2018iacf_qm92,qm,92,red,7,15,31,True,=HYPERLINK("https://youtu.be/dGoEdej2QtE")
2018iacf,1521918018,2018iacf_sf1m1, sf,1,blue,8,4, 51,True,=HYPERLINK("https://youtu.be/ZNBY7zgBdNc")
2018iacf,1521918018,2018iacf_sf1m1,sf,1,red,4,15,37,True,=HYPERLINK("https://youtu.be/ZNBY7zgBdNc")
2018iacf,1521919345,2018iacf_sf1m2, sf,2,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/nQS__itFfQU")
2018iacf,1521919345,2018iacf_sf1m2,sf,2,red,4,15,37,True,=HYPERLINK("https://youtu.be/nQS__itFfQU")
2018iacf,1521918892,2018iacf_sf2m1, sf,1,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/AGpwThqxc-4")
2018iacf,1521918892,2018iacf_sf2m1,sf,1,red,8,7,40,True,=HYPERLINK("https://youtu.be/AGpwThqxc-4")
2018iacf,1521919871,2018iacf_sf2m2, sf,2,blue,11,14, 25,True,=HYPERLINK("https://youtu.be/Xi9oUtd6os4")
2018iacf,1521919871,2018iacf_sf2m2,sf,2,red,9,15,27,True,=HYPERLINK("https://youtu.be/Xi9oUtd6os4")
2018iacf,1521921155,2018iacf_sf2m3, sf,3,blue,15,8, 29,False,=HYPERLINK("https://youtu.be/NuSa4e2MERY")
2018iacf,1521921155,2018iacf_sf2m3,sf,3,red,8,15,29,True,=HYPERLINK("https://youtu.be/NuSa4e2MERY")
2018idbo,1522533721,2018idbo_f1m1, f,1,blue,7,15, 31,True,"no video"
2018idbo,1522533721,2018idbo_f1m1,f,1,red,5,6,53,True,"no video"
2018idbo,1522534712,2018idbo_f1m2, f,2,blue,7,15, 31,True,"no video"
2018idbo,1522534712,2018idbo_f1m2,f,2,red,5,6,53,True,"no video"
2018idbo,1522524769,2018idbo_qf1m1, qf,1,blue,7,9, 43,True,"no video"
2018idbo,1522524769,2018idbo_qf1m1,qf,1,red,5,15,35,True,"no video"
2018idbo,1522526986,2018idbo_qf1m2, qf,2,blue,8,10, 39,True,"no video"
2018idbo,1522526986,2018idbo_qf1m2,qf,2,red,5,15,35,True,"no video"
2018idbo,1522525235,2018idbo_qf2m1, qf,1,blue,15,14, 17,False,"no video"
2018idbo,1522525235,2018idbo_qf2m1,qf,1,red,9,9,39,True,"no video"
2018idbo,1522527443,2018idbo_qf2m2, qf,2,blue,15,15, 15,False,"no video"
2018idbo,1522527443,2018idbo_qf2m2,qf,2,red,8,6,47,True,"no video"
2018idbo,1522525668,2018idbo_qf3m1, qf,1,blue,5,15, 35,True,"no video"
2018idbo,1522525668,2018idbo_qf3m1,qf,1,red,7,9,43,True,"no video"
2018idbo,1522527862,2018idbo_qf3m2, qf,2,blue,4,15, 37,True,"no video"
2018idbo,1522527862,2018idbo_qf3m2,qf,2,red,8,11,37,True,"no video"
2018idbo,1522526160,2018idbo_qf4m1, qf,1,blue,15,13, 19,False,"no video"
2018idbo,1522526160,2018idbo_qf4m1,qf,1,red,7,15,31,True,"no video"
2018idbo,1522528297,2018idbo_qf4m2, qf,2,blue,15,15, 15,False,"no video"
2018idbo,1522528297,2018idbo_qf4m2,qf,2,red,7,10,41,True,"no video"
2018idbo,1522422071,2018idbo_qm1, qm,1,blue,15,15, 15,False,"no video"
2018idbo,1522422071,2018idbo_qm1,qm,1,red,5,15,30,True,"no video"
2018idbo,1522426626,2018idbo_qm10, qm,10,blue,8,8, 43,True,"no video"
2018idbo,1522426626,2018idbo_qm10,qm,10,red,6,15,33,True,"no video"
2018idbo,1522427048,2018idbo_qm11, qm,11,blue,15,15, 15,False,"no video"
2018idbo,1522427048,2018idbo_qm11,qm,11,red,7,15,31,True,"no video"
2018idbo,1522427675,2018idbo_qm12, qm,12,blue,5,15, 35,True,"no video"
2018idbo,1522427675,2018idbo_qm12,qm,12,red,4,10,47,True,"no video"
2018idbo,1522428296,2018idbo_qm13, qm,13,blue,15,15, 10,False,"no video"
2018idbo,1522428296,2018idbo_qm13,qm,13,red,12,15,16,True,"no video"
2018idbo,1522428821,2018idbo_qm14, qm,14,blue,15,15, 15,False,"no video"
2018idbo,1522428821,2018idbo_qm14,qm,14,red,13,5,39,True,"no video"
2018idbo,1522431438,2018idbo_qm15, qm,15,blue,15,15, 15,False,"no video"
2018idbo,1522431438,2018idbo_qm15,qm,15,red,6,13,37,True,"no video"
2018idbo,1522431939,2018idbo_qm16, qm,16,blue,8,15, 29,True,"no video"
2018idbo,1522431939,2018idbo_qm16,qm,16,red,15,15,10,False,"no video"
2018idbo,1522432656,2018idbo_qm17, qm,17,blue,6,15, 33,True,"no video"
2018idbo,1522432656,2018idbo_qm17,qm,17,red,15,15,10,False,"no video"
2018idbo,1522433071,2018idbo_qm18, qm,18,blue,12,15, 21,True,"no video"
2018idbo,1522433071,2018idbo_qm18,qm,18,red,4,6,55,True,"no video"
2018idbo,1522436592,2018idbo_qm19, qm,19,blue,5,15, 30,True,"no video"
2018idbo,1522436592,2018idbo_qm19,qm,19,red,5,15,35,True,"no video"
2018idbo,1522422611,2018idbo_qm2, qm,2,blue,8,13, 33,True,"no video"
2018idbo,1522422611,2018idbo_qm2,qm,2,red,15,15,15,False,"no video"
2018idbo,1522437274,2018idbo_qm20, qm,20,blue,8,12, 35,True,"no video"
2018idbo,1522437274,2018idbo_qm20,qm,20,red,15,15,10,False,"no video"
2018idbo,1522437709,2018idbo_qm21, qm,21,blue,5,15, 35,True,"no video"
2018idbo,1522437709,2018idbo_qm21,qm,21,red,5,9,42,True,"no video"
2018idbo,1522438142,2018idbo_qm22, qm,22,blue,8,15, 29,True,"no video"
2018idbo,1522438142,2018idbo_qm22,qm,22,red,9,15,22,True,"no video"
2018idbo,1522438660,2018idbo_qm23, qm,23,blue,8,13, 33,True,"no video"
2018idbo,1522438660,2018idbo_qm23,qm,23,red,4,15,37,True,"no video"
2018idbo,1522439068,2018idbo_qm24, qm,24,blue,15,15, 10,False,"no video"
2018idbo,1522439068,2018idbo_qm24,qm,24,red,6,15,33,True,"no video"
2018idbo,1522439535,2018idbo_qm25, qm,25,blue,6,15, 33,True,"no video"
2018idbo,1522439535,2018idbo_qm25,qm,25,red,15,15,15,False,"no video"
2018idbo,1522439992,2018idbo_qm26, qm,26,blue,5,15, 35,True,"no video"
2018idbo,1522439992,2018idbo_qm26,qm,26,red,10,15,25,True,"no video"
2018idbo,1522440612,2018idbo_qm27, qm,27,blue,5,15, 30,True,"no video"
2018idbo,1522440612,2018idbo_qm27,qm,27,red,9,9,39,True,"no video"
2018idbo,1522441029,2018idbo_qm28, qm,28,blue,5,15, 35,True,"no video"
2018idbo,1522441029,2018idbo_qm28,qm,28,red,15,15,15,False,"no video"
2018idbo,1522441481,2018idbo_qm29, qm,29,blue,15,15, 15,False,"no video"
2018idbo,1522441481,2018idbo_qm29,qm,29,red,5,9,47,True,"no video"
2018idbo,1522423100,2018idbo_qm3, qm,3,blue,15,15, 10,False,"no video"
2018idbo,1522423100,2018idbo_qm3,qm,3,red,15,15,5,False,"no video"
2018idbo,1522441929,2018idbo_qm30, qm,30,blue,5,15, 35,True,"no video"
2018idbo,1522441929,2018idbo_qm30,qm,30,red,15,15,10,False,"no video"
2018idbo,1522442352,2018idbo_qm31, qm,31,blue,15,15, 10,False,"no video"
2018idbo,1522442352,2018idbo_qm31,qm,31,red,15,15,15,False,"no video"
2018idbo,1522442812,2018idbo_qm32, qm,32,blue,4,15, 37,True,"no video"
2018idbo,1522442812,2018idbo_qm32,qm,32,red,5,14,37,True,"no video"
2018idbo,1522443214,2018idbo_qm33, qm,33,blue,8,9, 41,True,"no video"
2018idbo,1522443214,2018idbo_qm33,qm,33,red,8,15,29,True,"no video"
2018idbo,1522443720,2018idbo_qm34, qm,34,blue,15,6, 33,False,"no video"
