event, date, match, matchType, matchNum, color, autoSwitchTime, autoScaleTime, autoScore, autoSwitchAtZero, youtube 
2018qcmo,1520002764,2018qcmo_qm5, qm,5,blue,6,6, 46,True,"no video"
2018qcmo,1520002764,2018qcmo_qm5,qm,5,red,8,15,29,True,"no video"
2018qcmo,1520027281,2018qcmo_qm50, qm,50,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/XZaEpl7vhi4")
2018qcmo,1520027281,2018qcmo_qm50,qm,50,red,15,15,15,False,=HYPERLINK("https://youtu.be/XZaEpl7vhi4")
2018qcmo,1520027938,2018qcmo_qm51, qm,51,blue,15,13, 14,False,=HYPERLINK("https://youtu.be/-fcdl_yOC8Q")
2018qcmo,1520027938,2018qcmo_qm51,qm,51,red,3,15,34,True,=HYPERLINK("https://youtu.be/-fcdl_yOC8Q")
2018qcmo,1520028434,2018qcmo_qm52, qm,52,blue,10,15, 20,True,=HYPERLINK("https://youtu.be/ndxgMVt4Msc")
2018qcmo,1520028434,2018qcmo_qm52,qm,52,red,15,15,15,False,=HYPERLINK("https://youtu.be/ndxgMVt4Msc")
2018qcmo,1520028860,2018qcmo_qm53, qm,53,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/bZvt6qtyBDg")
2018qcmo,1520028860,2018qcmo_qm53,qm,53,red,6,15,33,True,=HYPERLINK("https://youtu.be/bZvt6qtyBDg")
2018qcmo,1520029291,2018qcmo_qm54, qm,54,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/32zpXRIdvpo")
2018qcmo,1520029291,2018qcmo_qm54,qm,54,red,15,15,10,False,=HYPERLINK("https://youtu.be/32zpXRIdvpo")
2018qcmo,1520029778,2018qcmo_qm55, qm,55,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/oIDImQopVVc")
2018qcmo,1520029778,2018qcmo_qm55,qm,55,red,8,15,29,True,=HYPERLINK("https://youtu.be/oIDImQopVVc")
2018qcmo,1520030350,2018qcmo_qm56, qm,56,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/GYPNAIQCUpI")
2018qcmo,1520030350,2018qcmo_qm56,qm,56,red,3,15,39,True,=HYPERLINK("https://youtu.be/GYPNAIQCUpI")
2018qcmo,1520030764,2018qcmo_qm57, qm,57,blue,9,15, 22,True,=HYPERLINK("https://youtu.be/iHpMw3Q3Gqw")
2018qcmo,1520030764,2018qcmo_qm57,qm,57,red,13,15,14,True,=HYPERLINK("https://youtu.be/iHpMw3Q3Gqw")
2018qcmo,1520031150,2018qcmo_qm58, qm,58,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/5-0pSwMdggw")
2018qcmo,1520031150,2018qcmo_qm58,qm,58,red,15,15,15,False,=HYPERLINK("https://youtu.be/5-0pSwMdggw")
2018qcmo,1520031575,2018qcmo_qm59, qm,59,blue,5,15, 30,True,=HYPERLINK("https://youtu.be/D1gA7wtoUdE")
2018qcmo,1520031575,2018qcmo_qm59,qm,59,red,15,15,10,False,=HYPERLINK("https://youtu.be/D1gA7wtoUdE")
2018qcmo,1520003337,2018qcmo_qm6, qm,6,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/2tb70094PNg")
2018qcmo,1520003337,2018qcmo_qm6,qm,6,red,5,15,30,True,=HYPERLINK("https://youtu.be/2tb70094PNg")
2018qcmo,1520085335,2018qcmo_qm60, qm,60,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/HTjWj8-heUE")
2018qcmo,1520085335,2018qcmo_qm60,qm,60,red,15,15,10,False,=HYPERLINK("https://youtu.be/HTjWj8-heUE")
2018qcmo,1520085832,2018qcmo_qm61, qm,61,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/J1g8XS5T-Ro")
2018qcmo,1520085832,2018qcmo_qm61,qm,61,red,6,15,33,True,=HYPERLINK("https://youtu.be/J1g8XS5T-Ro")
2018qcmo,1520086333,2018qcmo_qm62, qm,62,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/ON7dcORjaG8")
2018qcmo,1520086333,2018qcmo_qm62,qm,62,red,15,15,10,False,=HYPERLINK("https://youtu.be/ON7dcORjaG8")
2018qcmo,1520086753,2018qcmo_qm63, qm,63,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/IsTqTFRxC08")
2018qcmo,1520086753,2018qcmo_qm63,qm,63,red,13,13,23,True,=HYPERLINK("https://youtu.be/IsTqTFRxC08")
2018qcmo,1520087311,2018qcmo_qm64, qm,64,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/jQ1A9BoUYko")
2018qcmo,1520087311,2018qcmo_qm64,qm,64,red,15,15,15,False,=HYPERLINK("https://youtu.be/jQ1A9BoUYko")
2018qcmo,1520087704,2018qcmo_qm65, qm,65,blue,3,15, 39,True,=HYPERLINK("https://youtu.be/uwHNobt4MZw")
2018qcmo,1520087704,2018qcmo_qm65,qm,65,red,15,15,5,False,=HYPERLINK("https://youtu.be/uwHNobt4MZw")
2018qcmo,1520088155,2018qcmo_qm66, qm,66,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/zVtgMke450Q")
2018qcmo,1520088155,2018qcmo_qm66,qm,66,red,6,15,33,True,=HYPERLINK("https://youtu.be/zVtgMke450Q")
2018qcmo,1520088531,2018qcmo_qm67, qm,67,blue,8,15, 24,True,=HYPERLINK("https://youtu.be/ywIRqh90Eps")
2018qcmo,1520088531,2018qcmo_qm67,qm,67,red,5,15,35,True,=HYPERLINK("https://youtu.be/ywIRqh90Eps")
2018qcmo,1520089222,2018qcmo_qm68, qm,68,blue,8,8, 43,True,=HYPERLINK("https://youtu.be/0LZf8-Qpk6Q")
2018qcmo,1520089222,2018qcmo_qm68,qm,68,red,15,15,15,False,=HYPERLINK("https://youtu.be/0LZf8-Qpk6Q")
2018qcmo,1520089600,2018qcmo_qm69, qm,69,blue,13,15, 19,True,=HYPERLINK("https://youtu.be/sJ8Dy3iF2Q0")
2018qcmo,1520089600,2018qcmo_qm69,qm,69,red,15,15,15,False,=HYPERLINK("https://youtu.be/sJ8Dy3iF2Q0")
2018qcmo,1520003837,2018qcmo_qm7, qm,7,blue,15,13, 14,False,=HYPERLINK("https://youtu.be/CAcseLgVBHw")
2018qcmo,1520003837,2018qcmo_qm7,qm,7,red,7,15,31,True,=HYPERLINK("https://youtu.be/CAcseLgVBHw")
2018qcmo,1520090381,2018qcmo_qm70, qm,70,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/1ecrZ7DkCQI")
2018qcmo,1520090381,2018qcmo_qm70,qm,70,red,9,15,27,True,=HYPERLINK("https://youtu.be/1ecrZ7DkCQI")
2018qcmo,1520090823,2018qcmo_qm71, qm,71,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/z3zdRRanjRg")
2018qcmo,1520090823,2018qcmo_qm71,qm,71,red,3,5,59,True,=HYPERLINK("https://youtu.be/z3zdRRanjRg")
2018qcmo,1520091249,2018qcmo_qm72, qm,72,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/-hDuD5JJTp8")
2018qcmo,1520091249,2018qcmo_qm72,qm,72,red,15,15,15,False,=HYPERLINK("https://youtu.be/-hDuD5JJTp8")
2018qcmo,1520091727,2018qcmo_qm73, qm,73,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/HYPZmRMUEQU")
2018qcmo,1520091727,2018qcmo_qm73,qm,73,red,5,15,35,True,=HYPERLINK("https://youtu.be/HYPZmRMUEQU")
2018qcmo,1520092150,2018qcmo_qm74, qm,74,blue,3,15, 39,True,=HYPERLINK("https://youtu.be/_s0gBd8u7N4")
2018qcmo,1520092150,2018qcmo_qm74,qm,74,red,8,7,45,True,=HYPERLINK("https://youtu.be/_s0gBd8u7N4")
2018qcmo,1520093069,2018qcmo_qm75, qm,75,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/as5PyCrRo4Y")
2018qcmo,1520093069,2018qcmo_qm75,qm,75,red,15,15,10,False,=HYPERLINK("https://youtu.be/as5PyCrRo4Y")
2018qcmo,1520093748,2018qcmo_qm76, qm,76,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/bd9aB_-tj2U")
2018qcmo,1520093748,2018qcmo_qm76,qm,76,red,6,15,33,True,=HYPERLINK("https://youtu.be/bd9aB_-tj2U")
2018qcmo,1520094166,2018qcmo_qm77, qm,77,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/SwTw6Z3DAb4")
2018qcmo,1520094166,2018qcmo_qm77,qm,77,red,6,15,28,True,=HYPERLINK("https://youtu.be/SwTw6Z3DAb4")
2018qcmo,1520094568,2018qcmo_qm78, qm,78,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/yJRQuct93a0")
2018qcmo,1520094568,2018qcmo_qm78,qm,78,red,7,15,31,True,=HYPERLINK("https://youtu.be/yJRQuct93a0")
2018qcmo,1520094923,2018qcmo_qm79, qm,79,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/k134t_Cdyms")
2018qcmo,1520094923,2018qcmo_qm79,qm,79,red,12,11,29,True,=HYPERLINK("https://youtu.be/k134t_Cdyms")
2018qcmo,1520004875,2018qcmo_qm8, qm,8,blue,11,15, 18,True,=HYPERLINK("https://youtu.be/dhqxLL3lji0")
2018qcmo,1520004875,2018qcmo_qm8,qm,8,red,15,15,15,False,=HYPERLINK("https://youtu.be/dhqxLL3lji0")
2018qcmo,1520095324,2018qcmo_qm80, qm,80,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/kB74UnJEX1E")
2018qcmo,1520095324,2018qcmo_qm80,qm,80,red,7,15,31,True,=HYPERLINK("https://youtu.be/kB74UnJEX1E")
2018qcmo,1520095715,2018qcmo_qm81, qm,81,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/W1JY1bCluwQ")
2018qcmo,1520095715,2018qcmo_qm81,qm,81,red,15,15,15,False,=HYPERLINK("https://youtu.be/W1JY1bCluwQ")
2018qcmo,1520096339,2018qcmo_qm82, qm,82,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/3_6mD-dV43g")
2018qcmo,1520096339,2018qcmo_qm82,qm,82,red,15,15,15,False,=HYPERLINK("https://youtu.be/3_6mD-dV43g")
2018qcmo,1520096762,2018qcmo_qm83, qm,83,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/K1rpirm83N8")
2018qcmo,1520096762,2018qcmo_qm83,qm,83,red,5,15,35,True,=HYPERLINK("https://youtu.be/K1rpirm83N8")
2018qcmo,1520005490,2018qcmo_qm9, qm,9,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/Y9xjm-10INE")
2018qcmo,1520005490,2018qcmo_qm9,qm,9,red,4,15,37,True,=HYPERLINK("https://youtu.be/Y9xjm-10INE")
2018qcmo,1520107367,2018qcmo_sf1m1, sf,1,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/NUhWZw0NVF0")
2018qcmo,1520107367,2018qcmo_sf1m1,sf,1,red,3,15,39,True,=HYPERLINK("https://youtu.be/NUhWZw0NVF0")
2018qcmo,1520108595,2018qcmo_sf1m2, sf,2,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/B8pclg5tbEI")
2018qcmo,1520108595,2018qcmo_sf1m2,sf,2,red,3,15,39,True,=HYPERLINK("https://youtu.be/B8pclg5tbEI")
2018qcmo,1520107803,2018qcmo_sf2m1, sf,1,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/MN9WkwlKBGY")
2018qcmo,1520107803,2018qcmo_sf2m1,sf,1,red,11,5,43,True,=HYPERLINK("https://youtu.be/MN9WkwlKBGY")
2018qcmo,1520109070,2018qcmo_sf2m2, sf,2,blue,14,15, 17,False,=HYPERLINK("https://youtu.be/NX4RkBLpGJo")
2018qcmo,1520109070,2018qcmo_sf2m2,sf,2,red,11,6,41,True,=HYPERLINK("https://youtu.be/NX4RkBLpGJo")
2018rismi,1522005700,2018rismi_f1m1, f,1,blue,3,15, 39,True,=HYPERLINK("https://youtu.be/iNSUN-HdxSo")
2018rismi,1522005700,2018rismi_f1m1,f,1,red,5,10,45,True,=HYPERLINK("https://youtu.be/iNSUN-HdxSo")
2018rismi,1522006716,2018rismi_f1m2, f,2,blue,4,11, 45,True,=HYPERLINK("https://youtu.be/oOKe-IV88jc")
2018rismi,1522006716,2018rismi_f1m2,f,2,red,6,15,28,True,=HYPERLINK("https://youtu.be/oOKe-IV88jc")
2018rismi,1521998504,2018rismi_qf1m1, qf,1,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/ZlPBXm2mcHE")
2018rismi,1521998504,2018rismi_qf1m1,qf,1,red,15,8,24,False,=HYPERLINK("https://youtu.be/ZlPBXm2mcHE")
2018rismi,1522000251,2018rismi_qf1m2, qf,2,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/Kz5vBQ2hkVQ")
2018rismi,1522000251,2018rismi_qf1m2,qf,2,red,10,15,25,True,=HYPERLINK("https://youtu.be/Kz5vBQ2hkVQ")
2018rismi,1521998923,2018rismi_qf2m1, qf,1,blue,6,10, 43,True,=HYPERLINK("https://youtu.be/Mu3wHfukSYo")
2018rismi,1521998923,2018rismi_qf2m1,qf,1,red,5,15,35,True,=HYPERLINK("https://youtu.be/Mu3wHfukSYo")
2018rismi,1522001021,2018rismi_qf2m2, qf,2,blue,6,14, 35,True,=HYPERLINK("https://youtu.be/D4I6d4Aqz-w")
2018rismi,1522001021,2018rismi_qf2m2,qf,2,red,4,13,41,True,=HYPERLINK("https://youtu.be/D4I6d4Aqz-w")
2018rismi,1521999428,2018rismi_qf3m1, qf,1,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/RfOLgDp6SGo")
2018rismi,1521999428,2018rismi_qf3m1,qf,1,red,5,8,49,True,=HYPERLINK("https://youtu.be/RfOLgDp6SGo")
2018rismi,1522001398,2018rismi_qf3m2, qf,2,blue,7,14, 33,True,=HYPERLINK("https://youtu.be/Nyxlj6O6B9s")
2018rismi,1522001398,2018rismi_qf3m2,qf,2,red,10,13,29,True,=HYPERLINK("https://youtu.be/Nyxlj6O6B9s")
2018rismi,1521999855,2018rismi_qf4m1, qf,1,blue,3,15, 39,True,=HYPERLINK("https://youtu.be/m2vUsM3ATNE")
2018rismi,1521999855,2018rismi_qf4m1,qf,1,red,5,11,43,True,=HYPERLINK("https://youtu.be/m2vUsM3ATNE")
2018rismi,1522002267,2018rismi_qf4m2, qf,2,blue,4,12, 43,True,=HYPERLINK("https://youtu.be/ET11R5GLtEM")
2018rismi,1522002267,2018rismi_qf4m2,qf,2,red,7,15,31,True,=HYPERLINK("https://youtu.be/ET11R5GLtEM")
2018rismi,1521903428,2018rismi_qm1, qm,1,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/_3TpSSENf7Q")
2018rismi,1521903428,2018rismi_qm1,qm,1,red,5,15,35,True,=HYPERLINK("https://youtu.be/_3TpSSENf7Q")
2018rismi,1521907997,2018rismi_qm10, qm,10,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/-SsqnaQ9X_c")
2018rismi,1521907997,2018rismi_qm10,qm,10,red,15,10,20,False,=HYPERLINK("https://youtu.be/-SsqnaQ9X_c")
2018rismi,1521908398,2018rismi_qm11, qm,11,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/8Y5t9fFClaY")
2018rismi,1521908398,2018rismi_qm11,qm,11,red,15,15,5,False,=HYPERLINK("https://youtu.be/8Y5t9fFClaY")
2018rismi,1521908780,2018rismi_qm12, qm,12,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/hud_69OBt6k")
2018rismi,1521908780,2018rismi_qm12,qm,12,red,15,12,21,False,=HYPERLINK("https://youtu.be/hud_69OBt6k")
2018rismi,1521909201,2018rismi_qm13, qm,13,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/Bj56NAB5no8")
2018rismi,1521909201,2018rismi_qm13,qm,13,red,15,15,10,False,=HYPERLINK("https://youtu.be/Bj56NAB5no8")
2018rismi,1521909651,2018rismi_qm14, qm,14,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/Ldo4CTuCmwU")
2018rismi,1521909651,2018rismi_qm14,qm,14,red,15,15,10,False,=HYPERLINK("https://youtu.be/Ldo4CTuCmwU")
2018rismi,1521910057,2018rismi_qm15, qm,15,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/2yqMAXC399w")
2018rismi,1521910057,2018rismi_qm15,qm,15,red,6,15,33,True,=HYPERLINK("https://youtu.be/2yqMAXC399w")
2018rismi,1521910469,2018rismi_qm16, qm,16,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/B9kUiDbl9qg")
2018rismi,1521910469,2018rismi_qm16,qm,16,red,4,15,37,True,=HYPERLINK("https://youtu.be/B9kUiDbl9qg")
2018rismi,1521910849,2018rismi_qm17, qm,17,blue,5,15, 30,True,=HYPERLINK("https://youtu.be/udZ6tlFcpi8")
2018rismi,1521910849,2018rismi_qm17,qm,17,red,4,15,32,True,=HYPERLINK("https://youtu.be/udZ6tlFcpi8")
2018rismi,1521914393,2018rismi_qm18, qm,18,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/lnRqTW2riGc")
2018rismi,1521914393,2018rismi_qm18,qm,18,red,5,15,35,True,=HYPERLINK("https://youtu.be/lnRqTW2riGc")
2018rismi,1521914825,2018rismi_qm19, qm,19,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/ESbzdTrEc0o")
2018rismi,1521914825,2018rismi_qm19,qm,19,red,14,12,23,True,=HYPERLINK("https://youtu.be/ESbzdTrEc0o")
2018rismi,1521903886,2018rismi_qm2, qm,2,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/2FhK5KL4c9s")
2018rismi,1521903886,2018rismi_qm2,qm,2,red,5,15,35,True,=HYPERLINK("https://youtu.be/2FhK5KL4c9s")
2018rismi,1521915201,2018rismi_qm20, qm,20,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/v6rHLaAUhlg")
2018rismi,1521915201,2018rismi_qm20,qm,20,red,15,15,15,False,=HYPERLINK("https://youtu.be/v6rHLaAUhlg")
2018rismi,1521915586,2018rismi_qm21, qm,21,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/h9LBXA8Bk2Y")
2018rismi,1521915586,2018rismi_qm21,qm,21,red,15,15,15,False,=HYPERLINK("https://youtu.be/h9LBXA8Bk2Y")
2018rismi,1521915984,2018rismi_qm22, qm,22,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/NPrqP9uapxY")
2018rismi,1521915984,2018rismi_qm22,qm,22,red,15,15,15,False,=HYPERLINK("https://youtu.be/NPrqP9uapxY")
2018rismi,1521916456,2018rismi_qm23, qm,23,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/zhUNs6_h8vY")
2018rismi,1521916456,2018rismi_qm23,qm,23,red,15,15,5,False,=HYPERLINK("https://youtu.be/zhUNs6_h8vY")
2018rismi,1521916842,2018rismi_qm24, qm,24,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/FvBZWMXS2-Y")
2018rismi,1521916842,2018rismi_qm24,qm,24,red,15,15,10,False,=HYPERLINK("https://youtu.be/FvBZWMXS2-Y")
2018rismi,1521917260,2018rismi_qm25, qm,25,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/skt3dWE43Zo")
2018rismi,1521917260,2018rismi_qm25,qm,25,red,5,15,35,True,=HYPERLINK("https://youtu.be/skt3dWE43Zo")
2018rismi,1521917706,2018rismi_qm26, qm,26,blue,6,8, 47,True,=HYPERLINK("https://youtu.be/Kg8YCkLvLhc")
2018rismi,1521917706,2018rismi_qm26,qm,26,red,10,15,25,True,=HYPERLINK("https://youtu.be/Kg8YCkLvLhc")
2018rismi,1521918113,2018rismi_qm27, qm,27,blue,5,14, 37,True,=HYPERLINK("https://youtu.be/H_WBg78kCsg")
2018rismi,1521918113,2018rismi_qm27,qm,27,red,10,12,26,True,=HYPERLINK("https://youtu.be/H_WBg78kCsg")
2018rismi,1521918497,2018rismi_qm28, qm,28,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/pFUV2nesCAk")
2018rismi,1521918497,2018rismi_qm28,qm,28,red,5,15,35,True,=HYPERLINK("https://youtu.be/pFUV2nesCAk")
2018rismi,1521918937,2018rismi_qm29, qm,29,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/cnOSUfCzQAI")
2018rismi,1521918937,2018rismi_qm29,qm,29,red,15,15,15,False,=HYPERLINK("https://youtu.be/cnOSUfCzQAI")
2018rismi,1521904462,2018rismi_qm3, qm,3,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/ZsspFu15yx0")
2018rismi,1521904462,2018rismi_qm3,qm,3,red,15,15,10,False,=HYPERLINK("https://youtu.be/ZsspFu15yx0")
2018rismi,1521919306,2018rismi_qm30, qm,30,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/xmcdjV6c1cw")
2018rismi,1521919306,2018rismi_qm30,qm,30,red,6,15,33,True,=HYPERLINK("https://youtu.be/xmcdjV6c1cw")
2018rismi,1521919752,2018rismi_qm31, qm,31,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/fDThOkMsjAo")
2018rismi,1521919752,2018rismi_qm31,qm,31,red,5,15,35,True,=HYPERLINK("https://youtu.be/fDThOkMsjAo")
2018rismi,1521920128,2018rismi_qm32, qm,32,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/M73K9wHdtCI")
2018rismi,1521920128,2018rismi_qm32,qm,32,red,15,8,29,False,=HYPERLINK("https://youtu.be/M73K9wHdtCI")
2018rismi,1521920590,2018rismi_qm33, qm,33,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/YletXY0BRS0")
2018rismi,1521920590,2018rismi_qm33,qm,33,red,15,15,10,False,=HYPERLINK("https://youtu.be/YletXY0BRS0")
2018rismi,1521921092,2018rismi_qm34, qm,34,blue,3,15, 34,True,=HYPERLINK("https://youtu.be/zCWhBmG736M")
2018rismi,1521921092,2018rismi_qm34,qm,34,red,5,15,35,True,=HYPERLINK("https://youtu.be/zCWhBmG736M")
2018rismi,1521921521,2018rismi_qm35, qm,35,blue,5,15, 30,True,=HYPERLINK("https://youtu.be/nx9DEi5W01s")
2018rismi,1521921521,2018rismi_qm35,qm,35,red,5,15,35,True,=HYPERLINK("https://youtu.be/nx9DEi5W01s")
2018rismi,1521922003,2018rismi_qm36, qm,36,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/VSXs5T7_cqE")
2018rismi,1521922003,2018rismi_qm36,qm,36,red,7,15,31,True,=HYPERLINK("https://youtu.be/VSXs5T7_cqE")
2018rismi,1521922523,2018rismi_qm37, qm,37,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/4Q4P7vFEDbs")
2018rismi,1521922523,2018rismi_qm37,qm,37,red,6,15,33,True,=HYPERLINK("https://youtu.be/4Q4P7vFEDbs")
2018rismi,1521923028,2018rismi_qm38, qm,38,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/_d-Kqfkda2o")
2018rismi,1521923028,2018rismi_qm38,qm,38,red,15,9,27,False,=HYPERLINK("https://youtu.be/_d-Kqfkda2o")
2018rismi,1521923422,2018rismi_qm39, qm,39,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/Lj7T1Lxxq3M")
2018rismi,1521923422,2018rismi_qm39,qm,39,red,6,15,33,True,=HYPERLINK("https://youtu.be/Lj7T1Lxxq3M")
2018rismi,1521905172,2018rismi_qm4, qm,4,blue,7,15, 31,True,=HYPERLINK("https://youtu.be/K1Uj3SzSmQo")
2018rismi,1521905172,2018rismi_qm4,qm,4,red,15,15,10,False,=HYPERLINK("https://youtu.be/K1Uj3SzSmQo")
2018rismi,1521923877,2018rismi_qm40, qm,40,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/CTpqITt4xDk")
2018rismi,1521923877,2018rismi_qm40,qm,40,red,3,15,39,True,=HYPERLINK("https://youtu.be/CTpqITt4xDk")
2018rismi,1521924338,2018rismi_qm41, qm,41,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/9BdRLWkqlTE")
2018rismi,1521924338,2018rismi_qm41,qm,41,red,5,15,35,True,=HYPERLINK("https://youtu.be/9BdRLWkqlTE")
2018rismi,1521924746,2018rismi_qm42, qm,42,blue,15,8, 29,False,=HYPERLINK("https://youtu.be/I2X6waXxR3E")
2018rismi,1521924746,2018rismi_qm42,qm,42,red,6,15,33,True,=HYPERLINK("https://youtu.be/I2X6waXxR3E")
2018rismi,1521925167,2018rismi_qm43, qm,43,blue,6,14, 35,True,=HYPERLINK("https://youtu.be/zq16p3uxJJM")
2018rismi,1521925167,2018rismi_qm43,qm,43,red,6,13,37,True,=HYPERLINK("https://youtu.be/zq16p3uxJJM")
2018rismi,1521925602,2018rismi_qm44, qm,44,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/GS-N6UXuNm8")
2018rismi,1521925602,2018rismi_qm44,qm,44,red,7,15,31,True,=HYPERLINK("https://youtu.be/GS-N6UXuNm8")
2018rismi,1521926064,2018rismi_qm45, qm,45,blue,8,15, 29,True,=HYPERLINK("https://youtu.be/xcHt4b8Lw6U")
2018rismi,1521926064,2018rismi_qm45,qm,45,red,6,8,47,True,=HYPERLINK("https://youtu.be/xcHt4b8Lw6U")
2018rismi,1521926510,2018rismi_qm46, qm,46,blue,5,14, 37,True,=HYPERLINK("https://youtu.be/s32nagykv-8")
2018rismi,1521926510,2018rismi_qm46,qm,46,red,9,15,22,True,=HYPERLINK("https://youtu.be/s32nagykv-8")
2018rismi,1521926932,2018rismi_qm47, qm,47,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/uMI2cuC_fss")
2018rismi,1521926932,2018rismi_qm47,qm,47,red,5,15,35,True,=HYPERLINK("https://youtu.be/uMI2cuC_fss")
2018rismi,1521927320,2018rismi_qm48, qm,48,blue,7,10, 41,True,=HYPERLINK("https://youtu.be/ratnMjEycQg")
2018rismi,1521927320,2018rismi_qm48,qm,48,red,15,15,15,False,=HYPERLINK("https://youtu.be/ratnMjEycQg")
2018rismi,1521927695,2018rismi_qm49, qm,49,blue,9,14, 29,True,=HYPERLINK("https://youtu.be/qeDGyUqRg9Y")
2018rismi,1521927695,2018rismi_qm49,qm,49,red,15,15,10,False,=HYPERLINK("https://youtu.be/qeDGyUqRg9Y")
2018rismi,1521905621,2018rismi_qm5, qm,5,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/7_MBnCYDyhU")
2018rismi,1521905621,2018rismi_qm5,qm,5,red,6,15,33,True,=HYPERLINK("https://youtu.be/7_MBnCYDyhU")
2018rismi,1521928110,2018rismi_qm50, qm,50,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/R3WC5avfqvg")
2018rismi,1521928110,2018rismi_qm50,qm,50,red,15,15,15,False,=HYPERLINK("https://youtu.be/R3WC5avfqvg")
2018rismi,1521928602,2018rismi_qm51, qm,51,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/w4SU_LeWuEI")
2018rismi,1521928602,2018rismi_qm51,qm,51,red,15,15,15,False,=HYPERLINK("https://youtu.be/w4SU_LeWuEI")
2018rismi,1521929105,2018rismi_qm52, qm,52,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/IHEnv-_y-Eo")
2018rismi,1521929105,2018rismi_qm52,qm,52,red,5,15,35,True,=HYPERLINK("https://youtu.be/IHEnv-_y-Eo")
2018rismi,1521929508,2018rismi_qm53, qm,53,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/b7RosX2ZUJU")
2018rismi,1521929508,2018rismi_qm53,qm,53,red,6,15,28,True,=HYPERLINK("https://youtu.be/b7RosX2ZUJU")
2018rismi,1521929906,2018rismi_qm54, qm,54,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/Ee_ZqlaaM_k")
2018rismi,1521929906,2018rismi_qm54,qm,54,red,7,15,26,True,=HYPERLINK("https://youtu.be/Ee_ZqlaaM_k")
